EmpID,Age,AgeGroup,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,OverTime,PercentSalaryHike,TotalWorkingYears,WorkLifeBalance,YearsAtCompany
RM212,30,26-35,No,Non-Travel,Research & Development,1,1,Life Sciences,1,292,Male,Manufacturing Director,3,Single,8474,5k-10k,No,22,12,3,11
RM215,30,26-35,Yes,Travel_Rarely,Research & Development,3,3,Technical Degree,1,297,Female,Research Scientist,1,Single,2657,Upto 5k,Yes,11,8,3,5
RM217,30,26-35,Yes,Travel_Frequently,Sales,26,4,Marketing,1,299,Female,Sales Executive,1,Single,6696,5k-10k,No,15,9,2,6
RM325,30,26-35,No,Travel_Rarely,Research & Development,28,2,Medical,1,441,Female,Research Scientist,4,Married,5775,5k-10k,No,13,11,3,10
RM339,30,26-35,No,Travel_Rarely,Sales,5,3,Marketing,1,456,Female,Sales Executive,3,Divorced,6118,5k-10k,No,13,10,3,10
RM355,30,26-35,No,Non-Travel,Sales,25,2,Technical Degree,1,475,Female,Sales Executive,3,Married,4736,Upto 5k,Yes,12,4,4,2
RM382,30,26-35,No,Travel_Rarely,Sales,2,1,Technical Degree,1,508,Male,Sales Representative,2,Married,2476,Upto 5k,No,18,1,3,1
RM386,30,26-35,Yes,Travel_Frequently,Research & Development,4,3,Technical Degree,1,514,Male,Research Scientist,4,Single,2285,Upto 5k,Yes,23,3,3,1
RM403,30,26-35,No,Travel_Rarely,Sales,12,3,Technical Degree,1,533,Female,Sales Executive,3,Single,6577,5k-10k,No,11,6,3,5
RM411,30,26-35,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,548,Female,Manufacturing Director,4,Single,6091,5k-10k,No,20,11,3,5
RM420,30,26-35,No,Non-Travel,Research & Development,3,3,Life Sciences,1,562,Male,Laboratory Technician,4,Married,2097,Upto 5k,No,15,9,1,5
RM424,30,26-35,No,Non-Travel,Sales,22,4,Other,1,567,Female,Sales Executive,1,Married,8412,5k-10k,No,11,10,3,9
RM427,30,26-35,No,Non-Travel,Research & Development,2,3,Medical,1,571,Female,Laboratory Technician,4,Single,2564,Upto 5k,No,14,12,2,11
RM438,30,26-35,No,Travel_Rarely,Sales,7,1,Marketing,1,585,Male,Sales Representative,2,Single,2983,Upto 5k,No,14,4,3,3
RM481,30,26-35,Yes,Travel_Frequently,Sales,12,4,Life Sciences,1,648,Male,Sales Representative,1,Married,2033,Upto 5k,No,18,1,4,1
RM502,30,26-35,No,Travel_Frequently,Research & Development,3,3,Medical,1,680,Female,Research Scientist,3,Divorced,2083,Upto 5k,No,20,1,3,1
RM546,30,26-35,No,Travel_Rarely,Sales,27,5,Marketing,1,747,Male,Sales Executive,4,Divorced,5304,5k-10k,No,23,10,2,8
RM582,30,26-35,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,806,Male,Laboratory Technician,3,Married,3833,Upto 5k,No,21,7,3,2
RM603,30,26-35,No,Travel_Rarely,Research & Development,2,3,Medical,1,833,Female,Manufacturing Director,4,Single,6877,5k-10k,Yes,24,12,2,0
RM624,30,26-35,No,Travel_Frequently,Research & Development,5,4,Life Sciences,1,861,Male,Research Scientist,4,Divorced,3761,Upto 5k,No,12,10,2,5
RM703,30,26-35,No,Travel_Rarely,Sales,8,2,Other,1,982,Male,Sales Executive,3,Divorced,7264,5k-10k,No,11,10,4,8
RM721,30,26-35,Yes,Travel_Rarely,Research & Development,22,3,Life Sciences,1,1004,Female,Research Scientist,3,Married,2132,Upto 5k,Yes,11,7,3,5
RM731,30,26-35,No,Travel_Rarely,Research & Development,8,2,Life Sciences,1,1015,Female,Research Director,1,Married,11416,10k-15k,Yes,12,9,2,8
RM733,30,26-35,Yes,Travel_Frequently,Research & Development,5,3,Medical,1,1017,Female,Laboratory Technician,2,Single,2422,Upto 5k,No,17,4,3,3
RM783,30,26-35,No,Travel_Rarely,Research & Development,20,3,Other,1,1084,Male,Manufacturing Director,1,Married,9957,5k-10k,No,15,7,2,6
RM845,30,26-35,No,Travel_Rarely,Sales,10,3,Marketing,1,1179,Male,Sales Executive,3,Married,6578,5k-10k,No,18,10,3,10
RM866,30,26-35,No,Travel_Rarely,Sales,29,4,Life Sciences,1,1211,Male,Sales Executive,1,Divorced,4115,Upto 5k,No,19,8,3,4
RM875,30,26-35,No,Travel_Rarely,Research & Development,7,4,Life Sciences,1,1224,Male,Laboratory Technician,3,Divorced,3491,Upto 5k,No,13,10,2,10
RM887,30,26-35,No,Travel_Rarely,Research & Development,1,3,Medical,1,1241,Male,Research Scientist,2,Married,3579,Upto 5k,Yes,21,12,3,11
RM932,30,26-35,No,Non-Travel,Research & Development,9,2,Medical,1,1298,Female,Manufacturing Director,3,Single,4695,Upto 5k,Yes,18,10,3,8
RM942,30,26-35,No,Travel_Rarely,Research & Development,6,3,Technical Degree,1,1311,Female,Laboratory Technician,4,Married,4627,Upto 5k,No,12,10,3,9
RM949,30,26-35,No,Travel_Rarely,Research & Development,17,4,Medical,1,1321,Female,Manager,1,Married,11916,10k-15k,Yes,23,9,3,9
RM1014,30,26-35,No,Travel_Rarely,Sales,7,4,Marketing,1,1428,Female,Sales Executive,1,Divorced,4779,Upto 5k,No,14,8,3,3
RM1050,30,26-35,No,Travel_Rarely,Sales,16,1,Life Sciences,1,1479,Male,Sales Executive,3,Married,5301,5k-10k,No,15,4,2,2
RM1053,30,26-35,No,Non-Travel,Research & Development,7,3,Technical Degree,1,1482,Male,Research Scientist,3,Divorced,1274,Upto 5k,No,13,1,2,1
RM1065,30,26-35,No,Travel_Rarely,Human Resources,1,3,Life Sciences,1,1499,Male,Human Resources,3,Divorced,2064,Upto 5k,No,21,6,4,5
RM1107,30,26-35,Yes,Travel_Rarely,Sales,1,3,Life Sciences,1,1562,Male,Sales Executive,1,Married,9714,5k-10k,No,11,10,3,10
RM1110,30,26-35,No,Travel_Rarely,Sales,29,4,Technical Degree,1,1568,Male,Sales Executive,2,Married,9250,5k-10k,No,12,9,3,4
RM1142,30,26-35,No,Travel_Rarely,Research & Development,7,3,Medical,1,1609,Male,Research Scientist,2,Married,2141,Upto 5k,No,12,6,2,6
RM1234,30,26-35,No,Travel_Rarely,Research & Development,16,1,Life Sciences,1,1729,Male,Research Scientist,4,Married,2862,Upto 5k,No,12,10,2,10
RM1245,30,26-35,No,Travel_Frequently,Research & Development,2,4,Technical Degree,1,1745,Female,Research Scientist,1,Single,4968,Upto 5k,No,16,10,3,9
RM1247,30,26-35,Yes,Travel_Frequently,Human Resources,8,3,Human Resources,1,1747,Female,Human Resources,4,Divorced,2180,Upto 5k,No,11,6,2,4
RM1252,30,26-35,No,Travel_Rarely,Sales,15,2,Marketing,1,1754,Male,Sales Executive,1,Divorced,7140,5k-10k,No,11,12,3,7
RM1260,30,26-35,No,Travel_Rarely,Research & Development,16,3,Life Sciences,1,1763,Male,Healthcare Representative,3,Married,5294,5k-10k,No,16,10,3,7
RM1297,30,26-35,No,Travel_Rarely,Research & Development,10,3,Medical,1,1816,Female,Manufacturing Director,3,Single,9667,5k-10k,No,14,9,3,7
RM1339,30,26-35,Yes,Travel_Rarely,Sales,9,3,Medical,1,1876,Male,Sales Representative,4,Single,1081,Upto 5k,No,13,1,2,1
RM1413,30,26-35,No,Travel_Rarely,Research & Development,1,2,Medical,1,1989,Male,Laboratory Technician,2,Married,3748,Upto 5k,No,13,12,2,12
RM013,31,26-35,No,Travel_Rarely,Research & Development,26,1,Life Sciences,1,16,Male,Research Scientist,3,Divorced,2911,Upto 5k,No,17,5,2,5
RM059,31,26-35,No,Travel_Rarely,Research & Development,7,4,Life Sciences,1,76,Male,Laboratory Technician,4,Divorced,5915,5k-10k,No,22,10,2,7
RM073,31,26-35,No,Travel_Rarely,Research & Development,1,4,Medical,1,95,Male,Research Scientist,2,Single,2501,Upto 5k,No,17,1,3,1
RM076,31,26-35,No,Travel_Rarely,Research & Development,8,4,Life Sciences,1,98,Female,Manufacturing Director,4,Single,4424,Upto 5k,No,23,11,3,11
RM125,31,26-35,Yes,Travel_Rarely,Sales,6,4,Life Sciences,1,163,Male,Sales Executive,3,Married,6172,5k-10k,Yes,18,12,2,7
RM133,31,26-35,Yes,Travel_Rarely,Sales,20,3,Life Sciences,1,175,Female,Sales Executive,3,Married,4559,Upto 5k,Yes,11,4,3,2
RM181,31,26-35,No,Travel_Rarely,Research & Development,12,1,Medical,1,246,Female,Research Scientist,4,Married,3929,Upto 5k,Yes,23,7,3,4
RM225,31,26-35,No,Non-Travel,Research & Development,1,4,Medical,1,308,Male,Manufacturing Director,3,Married,4345,Upto 5k,No,12,6,3,5
RM246,31,26-35,No,Travel_Frequently,Research & Development,3,4,Medical,1,337,Male,Research Director,3,Divorced,13675,10k-15k,No,12,9,3,2
RM260,31,26-35,Yes,Travel_Frequently,Research & Development,29,2,Medical,1,355,Male,Laboratory Technician,2,Single,3479,Upto 5k,No,11,6,4,5
RM267,31,26-35,No,Travel_Rarely,Research & Development,23,3,Medical,1,367,Male,Healthcare Representative,4,Married,5582,5k-10k,No,21,10,3,9
RM293,31,26-35,No,Travel_Frequently,Sales,5,3,Marketing,1,399,Female,Sales Representative,2,Divorced,2789,Upto 5k,No,11,2,2,2
RM304,31,26-35,No,Travel_Rarely,Sales,7,3,Technical Degree,1,416,Male,Sales Executive,4,Married,6929,5k-10k,No,11,10,2,8
RM310,31,26-35,No,Travel_Rarely,Research & Development,5,4,Technical Degree,1,423,Male,Research Scientist,4,Married,4821,Upto 5k,Yes,12,6,3,5
RM311,31,26-35,No,Travel_Rarely,Human Resources,2,3,Human Resources,1,424,Male,Human Resources,1,Married,6410,5k-10k,No,12,9,3,2
RM313,31,26-35,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,426,Male,Research Scientist,4,Divorced,2695,Upto 5k,Yes,18,3,1,2
RM322,31,26-35,No,Travel_Rarely,Sales,7,3,Marketing,1,438,Male,Sales Executive,4,Divorced,7547,5k-10k,No,12,13,3,7
RM326,31,26-35,No,Travel_Frequently,Research & Development,7,2,Life Sciences,1,442,Female,Manufacturing Director,3,Married,8943,5k-10k,No,24,10,3,10
RM343,31,26-35,No,Travel_Rarely,Research & Development,7,4,Medical,1,462,Female,Manufacturing Director,4,Single,7143,5k-10k,Yes,14,11,2,11
RM370,31,26-35,No,Travel_Rarely,Research & Development,9,4,Life Sciences,1,493,Male,Research Scientist,2,Single,2657,Upto 5k,Yes,16,3,3,2
RM395,31,26-35,No,Travel_Rarely,Research & Development,7,2,Medical,1,524,Female,Manufacturing Director,1,Married,4306,Upto 5k,No,12,13,1,13
RM400,31,26-35,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,530,Male,Laboratory Technician,1,Married,2218,Upto 5k,No,12,4,3,4
RM435,31,26-35,No,Travel_Rarely,Research & Development,9,1,Life Sciences,1,581,Male,Manufacturing Director,2,Divorced,10648,10k-15k,No,25,13,4,13
RM440,31,26-35,Yes,Travel_Frequently,Research & Development,20,3,Life Sciences,1,587,Male,Healthcare Representative,3,Married,9824,5k-10k,No,12,12,3,1
RM451,31,26-35,No,Travel_Rarely,Sales,2,1,Life Sciences,1,604,Male,Sales Executive,4,Single,6582,5k-10k,Yes,13,10,4,6
RM457,31,26-35,No,Travel_Rarely,Sales,7,3,Life Sciences,1,613,Male,Manager,4,Divorced,11557,10k-15k,No,21,10,2,5
RM483,31,26-35,Yes,Travel_Rarely,Sales,13,4,Medical,1,650,Male,Sales Executive,1,Divorced,4233,Upto 5k,No,17,9,1,3
RM485,31,26-35,No,Travel_Rarely,Sales,6,4,Medical,1,653,Male,Sales Executive,4,Divorced,5460,5k-10k,No,22,13,4,7
RM645,31,26-35,No,Travel_Rarely,Research & Development,11,4,Life Sciences,1,895,Male,Research Scientist,4,Married,2356,Upto 5k,Yes,19,8,3,6
RM676,31,26-35,No,Travel_Rarely,Sales,7,4,Life Sciences,1,941,Male,Sales Representative,3,Married,2329,Upto 5k,No,15,13,4,7
RM680,31,26-35,No,Non-Travel,Sales,20,2,Marketing,1,947,Female,Sales Executive,3,Married,6932,5k-10k,No,13,9,2,9
RM691,31,26-35,No,Travel_Rarely,Research & Development,12,3,Medical,1,961,Female,Healthcare Representative,4,Married,5855,5k-10k,Yes,11,10,1,9
RM710,31,26-35,Yes,Non-Travel,Research & Development,9,2,Medical,1,991,Male,Research Scientist,1,Single,2321,Upto 5k,Yes,22,4,3,3
RM727,31,26-35,No,Travel_Frequently,Research & Development,1,1,Life Sciences,1,1011,Female,Manufacturing Director,1,Married,4148,Upto 5k,No,12,4,3,4
RM819,31,26-35,No,Travel_Frequently,Sales,20,3,Life Sciences,1,1135,Male,Sales Representative,4,Married,2791,Upto 5k,No,12,3,3,2
RM832,31,26-35,Yes,Travel_Frequently,Research & Development,15,3,Medical,1,1160,Male,Laboratory Technician,3,Married,2610,Upto 5k,No,12,2,2,2
RM896,31,26-35,No,Travel_Rarely,Research & Development,11,2,Medical,1,1251,Male,Healthcare Representative,1,Married,6833,5k-10k,Yes,12,6,2,6
RM897,31,26-35,No,Travel_Rarely,Research & Development,24,3,Medical,1,1252,Female,Healthcare Representative,1,Single,6812,5k-10k,No,19,10,3,10
RM951,31,26-35,No,Non-Travel,Sales,2,4,Life Sciences,1,1324,Female,Sales Executive,3,Divorced,9852,5k-10k,Yes,19,10,2,10
RM953,31,26-35,Yes,Travel_Frequently,Sales,1,3,Life Sciences,1,1331,Female,Sales Representative,2,Single,2302,Upto 5k,Yes,11,3,4,3
RM981,31,26-35,Yes,Travel_Frequently,Sales,2,3,Life Sciences,1,1379,Female,Sales Representative,4,Single,2785,Upto 5k,No,14,3,4,1
RM986,31,26-35,Yes,Travel_Rarely,Research & Development,22,4,Medical,1,1389,Male,Manufacturing Director,3,Married,6179,5k-10k,Yes,15,10,2,10
RM1013,31,26-35,Yes,Travel_Frequently,Sales,1,4,Life Sciences,1,1427,Female,Sales Representative,3,Single,1359,Upto 5k,No,12,1,3,1
RM1015,31,26-35,No,Travel_Rarely,Research & Development,8,5,Life Sciences,1,1430,Female,Research Director,2,Single,16422,15k+,No,11,9,4,3
RM1017,31,26-35,Yes,Travel_Rarely,Research & Development,8,3,Life Sciences,1,1433,Female,Research Scientist,2,Single,1261,Upto 5k,No,12,1,4,1
RM1031,31,26-35,No,Travel_Rarely,Sales,8,2,Life Sciences,1,1453,Male,Sales Executive,4,Divorced,10793,10k-15k,No,18,13,3,13
RM1034,31,26-35,Yes,Travel_Frequently,Research & Development,1,5,Life Sciences,1,1459,Female,Manufacturing Director,2,Single,7446,5k-10k,No,11,10,3,10
RM1036,31,26-35,No,Travel_Rarely,Human Resources,8,2,Medical,1,1461,Female,Human Resources,2,Single,2109,Upto 5k,No,18,8,3,3
RM1037,31,26-35,Yes,Travel_Frequently,Research & Development,2,3,Life Sciences,1,1464,Male,Laboratory Technician,4,Married,3722,Upto 5k,Yes,13,7,1,2
RM1086,31,26-35,Yes,Travel_Frequently,Research & Development,3,3,Life Sciences,1,1537,Female,Research Scientist,3,Single,4084,Upto 5k,No,12,7,1,7
RM1145,31,26-35,No,Travel_Frequently,Sales,2,4,Other,1,1613,Male,Sales Executive,1,Single,5332,5k-10k,No,13,10,3,5
RM1192,31,26-35,No,Travel_Rarely,Sales,5,4,Life Sciences,1,1673,Female,Sales Executive,4,Married,5476,5k-10k,No,11,10,3,10
RM1228,31,26-35,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,1721,Male,Laboratory Technician,3,Married,3477,Upto 5k,No,14,6,4,5
RM1240,31,26-35,No,Travel_Frequently,Research & Development,24,1,Technical Degree,1,1736,Female,Manufacturing Director,4,Single,5238,5k-10k,No,20,9,2,5
RM1248,31,26-35,No,Travel_Rarely,Sales,5,3,Technical Degree,1,1749,Male,Sales Executive,3,Married,8346,5k-10k,No,19,6,3,5
RM1258,31,26-35,Yes,Travel_Rarely,Sales,16,4,Marketing,1,1761,Male,Sales Executive,3,Married,8161,5k-10k,No,13,10,3,1
RM1275,31,26-35,No,Travel_Rarely,Sales,29,4,Marketing,1,1784,Female,Sales Executive,4,Married,5468,5k-10k,No,14,13,3,12
RM1307,31,26-35,No,Travel_Frequently,Sales,7,4,Marketing,1,1833,Female,Sales Executive,1,Married,9637,5k-10k,No,14,9,3,3
RM1313,31,26-35,Yes,Travel_Rarely,Human Resources,18,5,Human Resources,1,1842,Male,Human Resources,1,Married,2956,Upto 5k,No,17,2,3,1
RM1342,31,26-35,No,Travel_Rarely,Research & Development,20,3,Life Sciences,1,1881,Male,Laboratory Technician,3,Divorced,4197,Upto 5k,No,11,10,3,10
RM1359,31,26-35,No,Travel_Rarely,Sales,10,2,Medical,1,1912,Female,Sales Executive,4,Divorced,6583,5k-10k,Yes,11,8,3,5
RM1361,31,26-35,No,Travel_Rarely,Research & Development,4,3,Medical,1,1916,Female,Laboratory Technician,3,Divorced,3978,Upto 5k,No,12,4,2,2
RM1383,31,26-35,No,Non-Travel,Research & Development,3,2,Medical,1,1948,Male,Research Scientist,1,Divorced,3065,Upto 5k,Yes,13,4,4,4
RM1390,31,26-35,No,Travel_Frequently,Research & Development,1,3,Life Sciences,1,1956,Male,Research Scientist,1,Married,5003,5k-10k,No,21,10,3,10
RM1396,31,26-35,Yes,Travel_Frequently,Sales,26,4,Marketing,1,1967,Male,Sales Executive,4,Married,5617,5k-10k,Yes,11,10,3,10
RM1403,31,26-35,No,Travel_Rarely,Research & Development,2,1,Medical,1,1974,Female,Laboratory Technician,4,Divorced,1129,Upto 5k,Yes,11,1,3,1
RM1406,31,26-35,No,Non-Travel,Research & Development,10,3,Medical,1,1979,Female,Research Director,3,Married,11031,10k-15k,No,20,13,4,11
RM1418,31,26-35,No,Travel_Rarely,Sales,2,2,Life Sciences,1,1996,Male,Sales Representative,3,Married,3067,Upto 5k,No,19,3,3,2
RM1464,31,26-35,No,Non-Travel,Research & Development,5,3,Medical,1,2057,Male,Manufacturing Director,1,Single,9936,5k-10k,No,19,10,3,9
RM1464,31,26-35,No,Non-Travel,Research & Development,5,3,Medical,1,2057,Male,Manufacturing Director,1,Single,9936,5k-10k,No,19,10,3,9
RM006,32,26-35,No,Travel_Frequently,Research & Development,2,2,Life Sciences,1,8,Male,Laboratory Technician,4,Single,3068,Upto 5k,No,13,8,2,7
RM017,32,26-35,No,Travel_Rarely,Research & Development,5,2,Life Sciences,1,21,Male,Research Scientist,2,Divorced,3298,Upto 5k,Yes,12,7,2,6
RM027,32,26-35,Yes,Travel_Frequently,Research & Development,16,1,Life Sciences,1,33,Female,Research Scientist,1,Single,3919,Upto 5k,Yes,22,10,3,10
RM061,32,26-35,No,Travel_Rarely,Research & Development,1,3,Medical,1,78,Male,Manufacturing Director,4,Married,6162,5k-10k,Yes,22,9,3,9
RM074,32,26-35,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,96,Male,Research Scientist,2,Married,6220,5k-10k,No,17,10,3,10
RM095,32,26-35,No,Travel_Rarely,Sales,6,4,Medical,1,125,Male,Sales Executive,3,Single,5010,5k-10k,No,16,12,3,11
RM102,32,26-35,No,Travel_Rarely,Research & Development,1,1,Life Sciences,1,134,Male,Research Scientist,1,Single,2956,Upto 5k,No,13,1,3,1
RM141,32,26-35,Yes,Travel_Rarely,Research & Development,9,3,Medical,1,190,Female,Laboratory Technician,1,Single,4200,Upto 5k,No,22,10,4,5
RM145,32,26-35,No,Travel_Frequently,Sales,9,2,Medical,1,195,Male,Sales Executive,4,Divorced,4668,Upto 5k,No,17,9,4,8
RM155,32,26-35,No,Travel_Frequently,Sales,8,3,Marketing,1,207,Female,Sales Executive,4,Single,8998,5k-10k,No,14,9,3,9
RM170,32,26-35,No,Travel_Rarely,Research & Development,6,5,Life Sciences,1,231,Male,Research Scientist,3,Single,3038,Upto 5k,No,20,8,3,5
RM211,32,26-35,Yes,Travel_Rarely,Sales,4,4,Medical,1,291,Male,Sales Executive,4,Married,10400,10k-15k,No,11,14,2,14
RM239,32,26-35,No,Travel_Rarely,Sales,4,2,Life Sciences,1,330,Female,Sales Representative,2,Married,3931,Upto 5k,No,11,6,3,4
RM240,32,26-35,Yes,Travel_Rarely,Research & Development,1,3,Life Sciences,1,331,Male,Laboratory Technician,3,Single,3730,Upto 5k,Yes,14,4,1,3
RM242,32,26-35,No,Non-Travel,Sales,26,4,Marketing,1,333,Male,Sales Executive,4,Married,4465,Upto 5k,No,18,4,3,3
RM261,32,26-35,No,Travel_Frequently,Research & Development,7,3,Life Sciences,1,359,Male,Laboratory Technician,2,Married,2794,Upto 5k,No,20,5,1,5
RM263,32,26-35,No,Travel_Rarely,Research & Development,2,1,Technical Degree,1,362,Male,Laboratory Technician,1,Single,2176,Upto 5k,No,13,9,3,6
RM307,32,26-35,No,Travel_Rarely,Sales,7,3,Life Sciences,1,420,Male,Sales Executive,3,Married,5484,5k-10k,No,14,13,2,13
RM320,32,26-35,No,Travel_Rarely,Sales,8,2,Technical Degree,1,436,Female,Sales Executive,2,Married,5228,5k-10k,Yes,11,13,3,13
RM323,32,26-35,No,Travel_Rarely,Research & Development,2,4,Medical,1,439,Female,Research Scientist,4,Single,5055,5k-10k,No,16,10,2,7
RM352,32,26-35,No,Travel_Rarely,Research & Development,2,3,Medical,1,471,Female,Laboratory Technician,2,Married,2370,Upto 5k,No,13,8,3,8
RM470,32,26-35,Yes,Non-Travel,Sales,11,4,Other,1,631,Male,Sales Executive,3,Married,4707,Upto 5k,No,12,6,3,4
RM501,32,26-35,No,Travel_Rarely,Research & Development,9,4,Life Sciences,1,679,Female,Research Scientist,4,Married,6322,5k-10k,Yes,12,6,2,6
RM528,32,26-35,No,Travel_Rarely,Sales,10,3,Marketing,1,722,Male,Sales Executive,4,Single,5396,5k-10k,No,12,10,2,10
RM532,32,26-35,No,Travel_Rarely,Research & Development,3,2,Life Sciences,1,727,Female,Research Director,4,Single,11159,10k-15k,No,15,10,3,7
RM559,32,26-35,No,Travel_Frequently,Research & Development,24,4,Life Sciences,1,772,Male,Laboratory Technician,4,Married,5309,5k-10k,No,15,10,3,10
RM601,32,26-35,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,830,Female,Manufacturing Director,3,Married,6162,5k-10k,No,12,14,3,14
RM623,32,26-35,No,Travel_Rarely,Sales,13,4,Life Sciences,1,859,Male,Sales Executive,4,Divorced,4403,Upto 5k,No,11,8,2,5
RM627,32,26-35,No,Travel_Rarely,Research & Development,8,2,Medical,1,865,Female,Research Scientist,3,Married,5175,5k-10k,No,12,9,2,5
RM638,32,26-35,No,Non-Travel,Research & Development,1,3,Life Sciences,1,882,Male,Laboratory Technician,4,Divorced,2314,Upto 5k,No,12,4,3,3
RM642,32,26-35,No,Travel_Frequently,Sales,5,2,Life Sciences,1,889,Male,Sales Executive,2,Married,6524,5k-10k,No,14,10,3,10
RM657,32,26-35,Yes,Travel_Rarely,Research & Development,25,4,Life Sciences,1,911,Male,Laboratory Technician,4,Single,2795,Upto 5k,Yes,24,1,1,1
RM683,32,26-35,No,Non-Travel,Research & Development,1,3,Life Sciences,1,951,Female,Laboratory Technician,2,Married,2332,Upto 5k,No,20,5,3,3
RM693,32,26-35,No,Travel_Rarely,Research & Development,3,4,Medical,1,966,Female,Manufacturing Director,1,Married,6725,5k-10k,No,12,8,4,8
RM757,32,26-35,No,Non-Travel,Research & Development,29,4,Medical,1,1046,Female,Laboratory Technician,3,Single,4025,Upto 5k,No,12,10,3,8
RM851,32,26-35,No,Non-Travel,Sales,2,1,Life Sciences,1,1190,Female,Sales Representative,1,Divorced,2827,Upto 5k,No,12,1,3,1
RM881,32,26-35,No,Travel_Frequently,Research & Development,13,3,Other,1,1234,Female,Laboratory Technician,2,Married,2743,Upto 5k,No,20,2,3,2
RM882,32,26-35,No,Travel_Frequently,Research & Development,2,2,Life Sciences,1,1235,Female,Research Scientist,3,Single,4998,Upto 5k,Yes,14,10,3,8
RM936,32,26-35,No,Travel_Rarely,Sales,8,3,Medical,1,1304,Male,Sales Executive,4,Married,6209,5k-10k,No,15,10,4,10
RM940,32,26-35,Yes,Travel_Rarely,Research & Development,7,2,Life Sciences,1,1309,Male,Laboratory Technician,3,Married,4883,Upto 5k,No,18,10,3,10
RM992,32,26-35,No,Travel_Rarely,Sales,2,1,Marketing,1,1396,Male,Sales Executive,2,Married,4078,Upto 5k,Yes,13,4,2,3
RM1027,32,26-35,No,Travel_Rarely,Sales,7,5,Marketing,1,1446,Male,Sales Executive,4,Married,9204,5k-10k,No,12,7,2,4
RM1076,32,26-35,No,Travel_Rarely,Research & Development,10,3,Medical,1,1516,Male,Manager,4,Single,11244,10k-15k,No,25,10,4,5
RM1102,32,26-35,No,Travel_Rarely,Research & Development,5,2,Life Sciences,1,1555,Female,Research Scientist,2,Married,5878,5k-10k,No,12,12,3,7
RM1114,32,26-35,No,Non-Travel,Research & Development,1,4,Technical Degree,1,1574,Male,Research Scientist,1,Married,4087,Upto 5k,No,14,9,2,6
RM1140,32,26-35,No,Travel_Rarely,Research & Development,5,4,Other,1,1607,Female,Research Scientist,4,Married,3312,Upto 5k,No,17,6,3,3
RM1191,32,26-35,No,Travel_Rarely,Research & Development,2,3,Medical,1,1671,Male,Research Scientist,2,Divorced,5470,5k-10k,No,13,10,2,9
RM1206,32,26-35,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,1,1692,Male,Laboratory Technician,2,Single,1393,Upto 5k,No,12,1,3,1
RM1227,32,26-35,No,Travel_Frequently,Research & Development,10,3,Life Sciences,1,1720,Male,Research Scientist,3,Married,3433,Upto 5k,No,13,10,2,5
RM1238,32,26-35,Yes,Travel_Rarely,Sales,1,2,Life Sciences,1,1734,Male,Sales Executive,2,Single,6735,5k-10k,No,15,10,3,0
RM1242,32,26-35,No,Travel_Rarely,Sales,19,3,Life Sciences,1,1739,Male,Sales Executive,3,Married,9610,5k-10k,No,13,10,1,4
RM1261,32,26-35,No,Non-Travel,Research & Development,5,4,Technical Degree,1,1764,Male,Research Scientist,2,Single,2718,Upto 5k,No,14,12,3,7
RM1320,32,26-35,No,Travel_Frequently,Sales,10,4,Marketing,1,1853,Male,Sales Executive,4,Single,4648,Upto 5k,No,13,4,4,0
RM1327,32,26-35,Yes,Travel_Rarely,Sales,2,4,Marketing,1,1862,Male,Sales Executive,2,Single,9907,5k-10k,Yes,12,7,2,2
RM1376,32,26-35,Yes,Travel_Frequently,Research & Development,5,2,Life Sciences,1,1939,Female,Research Scientist,3,Single,2432,Upto 5k,Yes,14,8,3,4
RM1389,32,26-35,No,Non-Travel,Research & Development,15,4,Medical,1,1955,Female,Healthcare Representative,4,Divorced,6667,5k-10k,No,18,9,3,5
RM1395,32,26-35,No,Travel_Rarely,Research & Development,5,4,Life Sciences,1,1966,Male,Manufacturing Director,4,Single,9679,5k-10k,No,24,8,3,1
RM1427,32,26-35,No,Travel_Rarely,Research & Development,29,4,Life Sciences,1,2010,Female,Laboratory Technician,2,Single,2837,Upto 5k,No,13,6,3,6
RM1429,32,26-35,No,Travel_Rarely,Sales,1,4,Medical,1,2013,Male,Sales Representative,2,Married,2269,Upto 5k,No,14,3,3,2
RM1432,32,26-35,No,Travel_Rarely,Sales,1,4,Marketing,1,2016,Female,Sales Executive,4,Married,10422,10k-15k,No,19,14,3,14
RM1450,32,26-35,No,Travel_Rarely,Research & Development,2,3,Technical Degree,1,2038,Male,Research Scientist,1,Single,2439,Upto 5k,No,14,4,3,4
RM004,33,26-35,No,Travel_Frequently,Research & Development,3,4,Life Sciences,1,5,Female,Research Scientist,3,Married,2909,Upto 5k,Yes,11,8,3,8
RM031,33,26-35,No,Travel_Rarely,Research & Development,2,3,Medical,1,39,Male,Laboratory Technician,4,Single,2496,Upto 5k,No,11,7,3,1
